,SellerG,Discretized_Price
18290,Love,1
18291,Kay,5
18294,Jellis,1
18306,McGrath,1
18307,Gary,2
18309,Nelson,2
18310,Considine,2
18314,S&L,1
18317,Barry,1
18319,Fletchers,4
18325,Purplebricks,1
18326,Reliance,1
18329,Barry,5
18330,Ray,2
18336,Barry,2
18341,HAR,1
18343,Scott,2
18345,Castran,5
18349,hockingstuart,5
18358,Ray,1
18361,YPA,1
18363,Jas,5
18368,Barry,5
18369,Barry,5
18375,YPA,1
18376,Nelson,5
18379,Sweeney,1
18386,Barlow,5
18387,hockingstuart,1
18391,Barlow,1
18392,McDonald,1
18393,Brad,1
18396,Jellis,5
18398,Fletchers,2
18400,Buxton,1
18401,Moonee,5
18403,Jellis,4
18407,Ray,1
18414,Jellis,5
18420,Hoskins,1
18422,iTRAK,1
18423,iTRAK,5
18425,hockingstuart,4
18426,Greg,1
18429,YPA,1
18431,YPA,1
18432,hockingstuart,1
18433,Nelson,5
18436,Jellis,1
18437,Jellis,1
18438,Nelson,1
18444,Darren,1
18450,Ray,2
18451,Ray,1
18453,O'Brien,1
18454,Harcourts,1
18456,hockingstuart,1
18457,Jellis,5
18465,Nelson,5
18466,Jellis,1
18468,Ray,1
18471,hockingstuart,1
18483,YPA,1
18485,Buxton,1
18486,Ray,1
18487,Ray,5
18491,Barry,5
18492,Fletchers,5
18494,Miles,2
18497,Barry,5
18498,O'Brien,1
18499,Love,1
18502,Ray,1
18503,Iconek,5
18504,Ray,1
18505,McDonald,1
18509,Jellis,2
18511,Ray,1
18512,Noel,5
18514,hockingstuart,1
18520,Sweeney,1
18521,Village,5
18524,Ray,5
18525,Ray,5
18529,Aquire,1
18530,Ray,1
18532,Raine,1
18534,Woodards,1
18536,Ray,5
18537,Harcourts,5
18542,Darren,1
18544,Darren,1
18546,Fletchers,5
18555,Marshall,5
18556,Marshall,5
18560,Fletchers,1
18562,Barry,1
18563,Harcourts,1
18567,Reliance,1
18575,Brad,1
18576,Brad,1
18577,Nelson,5
18578,Nelson,5
18579,Whiting,1
18582,Edward,1
18583,Marshall,5
18585,hockingstuart,1
18595,Jas,5
18596,Jas,1
18597,Jas,1
18601,Woodards,1
18602,RW,1
18605,Stockdale,1
18606,RW,1
18608,Galldon,1
18610,hockingstuart,1
18611,Raine,1
18615,Harcourts,1
18616,Love,1
18617,Ray,1
18619,Buckingham,1
18623,Jellis,2
18624,Buxton,5
18634,Jellis,4
18635,Buxton,5
18638,Ray,5
18643,Woodards,5
18645,Only,1
18648,Nelson,5
18653,Nelson,1
18655,Ray,5
18660,One,5
18665,Buxton,2
18667,Ray,5
18672,C21,1
18673,Hodges,5
18675,Barry,1
18681,hockingstuart,1
18682,hockingstuart,1
18683,hockingstuart,1
18687,hockingstuart,1
18696,Ray,5
18697,Nelson,1
18698,Raine,1
18703,Barry,1
18708,hockingstuart,1
18710,Noel,1
18714,Barry,1
18716,Harcourts,1
18717,Raine,1
18718,hockingstuart,1
18719,U,1
18721,Buxton,1
18722,Greg,4
18724,Harcourts,1
18725,hockingstuart,1
18731,RW,1
18733,Raine,1
18734,Westside,1
18738,McGrath,1
18743,Jas,5
18752,Barry,5
18761,Marshall,5
18763,McGrath,1
18766,Philip,5
18769,Noel,5
18770,Ray,1
18771,Gardiner,1
18774,Darren,1
18778,Greg,1
18781,Greg,1
18785,Jas,1
18788,YPA,1
18789,Ray,5
18790,Williams,2
18792,hockingstuart,1
18798,Village,5
18801,Jas,5
18804,Biggin,5
18807,Raine,2
18820,hockingstuart,1
18821,RT,1
18823,Sweeney,1
18824,Sweeney,1
18827,hockingstuart,1
18828,Alexkarbon,5
18829,Alexkarbon,5
18832,Fletchers,2
18833,Buxton,5
18834,hockingstuart,5
18838,Barry,1
18839,Barry,1
18844,hockingstuart,4
18847,Fletchers,2
18849,Harcourts,1
18850,McGrath,2
18851,Miles,5
18855,hockingstuart,1
18856,hockingstuart,2
18862,Fletchers,5
18865,Sweeney,1
18870,YPA,1
18872,Raine,5
18873,Jellis,5
18875,Nelson,2
18876,Ray,1
18880,Ray,5
18889,Thomson,1
18894,Eview,5
18897,Greg,1
18899,Eview,1
18901,Barry,5
18902,Nelson,1
18903,Nelson,5
18907,Nelson,5
18910,hockingstuart,1
18913,Stockdale,1
18915,Ray,1
18916,Ray,1
18921,Stockdale,1
18925,Barry,5
18929,YPA,1
18931,Barry,2
18933,Barry,1
18934,Jellis,2
18940,C21,1
18942,Kay,5
18943,O'Brien,1
18944,Biggin,2
18945,Biggin,5
18949,McGrath,1
18958,Jellis,2
18959,Stockdale,1
18960,Stockdale,1
18964,McGrath,1
18965,Sweeney,5
18966,Nelson,5
18967,Sweeney,5
18969,McGrath,5
18977,hockingstuart,1
18978,Marshall,1
18979,Harcourts,1
18983,Ray,5
18987,McGrath,5
18988,Biggin,1
18989,Stockdale,5
18990,Nelson,1
18997,Nelson,1
18998,Eview,1
19001,Buxton,2
19004,Philip,5
19005,Mandy,1
19011,Thomson,2
19016,Barry,1
19017,LJ,1
19018,Triwest,1
19021,LITTLE,1
19022,Miles,5
19023,Jellis,5
19025,RW,1
19028,Nelson,5
19031,Nelson,1
19033,Ray,1
19035,hockingstuart,1
19038,Love,1
19039,hockingstuart,1
19045,Biggin,1
19046,Sweeney,5
19047,Burnham,1
19051,Biggin,1
19054,YPA,1
19059,hockingstuart,1
19069,Ray,1
19070,Ray,5
19071,Ray,5
19074,Brad,1
19077,Barry,1
19080,Win,1
19082,Ray,1
19083,Win,5
19084,Ray,1
19087,Williams,5
19088,Nelson,5
19089,Brad,5
19092,iSell,1
19093,iSell,1
19094,Jellis,1
19096,Nelson,5
19101,Buxton,2
19102,C21,1
19108,Nelson,1
19109,Rendina,1
19111,Nelson,1
19118,hockingstuart,1
19119,Harcourts,1
19120,Woodards,1
19121,Harrington,5
19124,Ray,1
19126,RW,1
19127,Nelson,5
19129,Jellis,1
19134,Jellis,2
19135,Collins,1
19137,hockingstuart,5
19139,Philip,5
19146,Buxton,2
19148,Purplebricks,5
19149,Noel,5
19156,Harcourts,1
19158,hockingstuart,1
19159,Gary,1
19160,Marshall,5
19163,iSell,1
19167,hockingstuart,1
19172,Nelson,5
19173,YPA,1
19174,YPA,1
19177,Sweeney,1
19180,Barry,1
19186,Purplebricks,1
19189,hockingstuart,1
19190,hockingstuart,1
19192,Sweeney,1
19193,Barry,1
19194,YPA,1
19195,Barry,1
19200,Barry,1
19204,hockingstuart,5
19206,Jellis,1
19207,Harcourts,1
19209,Harcourts,1
19211,McGrath,5
19212,Jellis,1
19215,Jason,1
19216,Fletchers,5
19220,Ray,1
19222,Barry,1
19223,Ray,1
19225,Greg,1
19227,hockingstuart,1
19230,Biggin,1
19232,hockingstuart,1
19233,Reliance,1
19234,YPA,1
19236,Jas,5
19242,Williams,2
19248,Buckingham,1
19249,Sweeney,5
19250,Village,2
19253,RE,1
19255,Sweeney,1
19258,Douglas,1
19263,Barry,1
19269,Jellis,2
19274,VICProp,3
19278,Jellis,2
19279,McGrath,1
19286,hockingstuart,2
19290,Woodards,5
19291,C21,1
19293,Hodges,1
19295,Ray,1
19298,Noel,1
19303,Buxton,5
19312,YPA,1
19314,Reliance,1
19316,Jellis,1
19320,Nicholson,1
19321,Nicholson,1
19323,Jellis,1
19324,hockingstuart,1
19326,Jellis,5
19335,Ray,1
19337,HAR,1
19338,Jellis,5
19341,Fletchers,4
19343,Philip,1
19352,Woodards,5
19354,Buxton,1
19355,Harcourts,1
19358,Buxton,5
19360,Ray,1
19361,O'Brien,2
19370,Ray,1
19372,Nelson,2
19373,Nelson,5
19375,Nelson,5
19378,Ray,1
19381,LJ,1
19383,YPA,1
19386,Ray,1
19388,Ray,1
19402,Barry,2
19408,Biggin,2
19413,Stockdale,1
19420,Biggin,1
19422,Buckingham,5
19425,Chisholm,5
19426,Chisholm,1
19430,Chisholm,5
19433,Chisholm,1
19434,Kaye,1
19435,O'Brien,1
19437,O'Brien,1
19440,hockingstuart,1
19441,Darren,1
19443,HAR,1
19445,Love,1
19452,Jellis,2
19455,Ray,5
19457,Ray,5
19459,Jas,1
19464,hockingstuart,1
19467,C21,1
19468,Bowman,5
19469,Woodards,1
19474,Jellis,5
19479,Stockdale,1
19482,FN,1
19486,Darren,1
19488,Morrison,5
19498,hockingstuart,1
19501,Charlton,5
19502,Hodges,5
19504,hockingstuart,5
19505,hockingstuart,5
19507,YPA,1
19509,Ray,1
19515,Miles,4
19519,Nelson,1
19520,McDonald,1
19525,Buckingham,2
19527,Jellis,4
19529,Biggin,1
19534,hockingstuart,1
19535,HAR,1
19536,Langwell,1
19537,Love,1
19544,Jas,1
19545,Jas,1
19549,RW,1
19551,Barry,1
19553,MICM,1
19557,YPA,1
19558,hockingstuart,1
19561,Ray,1
19562,Ray,1
19569,Hodges,2
19573,Fletchers,1
19581,Ray,2
19583,Hall,3
19584,Harcourts,5
19587,Weston,1
19588,hockingstuart,5
19589,Thomson,1
19596,Gunn&Co,1
19597,Barry,1
19603,Jellis,2
19606,Ray,1
19607,Hodges,1
19608,Woodards,5
19609,Considine,5
19621,hockingstuart,5
19623,hockingstuart,1
19627,Marshall,2
19632,McGrath,2
19642,hockingstuart,1
19646,Marshall,1
19652,HAR,2
19655,Buxton,1
19657,YPA,1
19658,Ray,1
19659,hockingstuart,2
19660,Hodges,5
19662,hockingstuart,5
19663,O'Brien,5
19665,Village,5
19666,Sweeney,1
19668,Marshall,5
19678,Ray,1
19685,hockingstuart,1
19687,Brad,1
19690,Leeburn,1
19691,One,1
19693,Barry,1
19694,Barry,1
19695,S&L,1
19697,Prof.,1
19702,Barry,5
19703,Barry,2
19705,HAR,1
19708,Nelson,5
19709,hockingstuart,1
19710,Jason,1
19715,Harcourts,5
19721,hockingstuart,1
19722,YPA,1
19723,hockingstuart,1
19727,YPA,1
19729,Barry,1
19732,Ray,1
19733,Williams,5
19734,Williams,1
19736,hockingstuart,1
19739,Village,4
19741,Brad,2
19747,Greg,5
19750,RT,5
19751,Marshall,3
19764,Buxton,1
19775,RT,2
19777,One,1
19797,Buxton,2
19800,Harcourts,5
19802,hockingstuart,2
19808,Jellis,5
19812,Buxton,2
19819,Marshall,4
19830,hockingstuart,1
19838,Ray,1
19840,Barry,1
19841,Stockdale,1
19853,Noel,1
19857,Woodards,2
19863,Gary,2
19872,O'Brien,5
19874,Buxton,1
19881,McDonald,5
19882,Brad,1
19884,YPA,1
19890,Fletchers,1
19893,Hoskins,1
19897,Philip,5
19898,YPA,1
19900,McLennan,1
19906,Barry,5
19908,Barry,5
19918,Barry,5
19922,Ray,5
19946,Barry,5
19948,Nelson,2
19955,Nelson,1
19956,Nelson,2
19958,Alexkarbon,1
19959,Barry,1
19960,Jellis,4
19973,Noel,1
19977,Ray,1
19981,hockingstuart,5
19982,Eview,2
19986,Barry,1
19988,Marshall,5
20006,Barry,1
20007,Nelson,1
20011,Stockdale,1
20012,Stockdale,1
20019,Barry,1
20026,Marshall,2
20060,Brad,1
20067,Nelson,2
20086,Biggin,1
20095,Biggin,5
20099,Nelson,1
20104,hockingstuart,1
20106,YPA,1
20107,Hodges,5
20108,Buxton,5
20109,Obrien,1
20120,Sweeney,5
20132,Ray,1
20133,Ray,5
20141,Greg,5
20147,Barry,5
20160,Woodards,5
20165,Marshall,2
20167,Hodges,5
20171,Brad,1
20175,Barry,1
20194,Stockdale,5
20196,Stockdale,1
20202,RW,5
20214,Max,5
20223,Raine,1
20236,Sweeney,1
20237,Considine,5
20239,Barry,1
20240,YPA,1
20241,Barry,1
20247,Douglas,1
20253,Barry,1
20261,McGrath,5
20262,Jellis,5
20281,hockingstuart,1
20284,McNaughton,1
20309,Nelson,5
20315,Jellis,5
20318,hockingstuart,1
20323,Nelson,5
20324,Jellis,5
20336,Ray,1
20345,hockingstuart,4
20351,Jellis,2
20353,One,5
20357,Ray,5
20375,Fletchers,2
20404,Nelson,5
20405,Nelson,5
20407,Walshe,5
20408,Barry,5
20412,Ray,1
20417,Fletchers,2
20435,Harrington,5
20456,Buxton,5
20468,YPA,1
20482,hockingstuart,1
20485,Buxton,5
20494,Barry,2
20496,Mason,1
20504,Buckingham,5
20510,Barry,1
20522,Schroeder,1
20526,Jellis,1
20527,Jellis,5
20531,hockingstuart,1
20534,Ray,5
20537,Ray,1
20539,Raine,1
20544,Marshall,4
20556,Harcourts,2
20572,Nelson,1
20574,Nelson,5
20577,Barry,1
20599,Ray,5
20602,RW,5
20607,Charlton,2
20611,Reliance,1
20618,Nelson,2
20619,Daniel,1
20621,Brad,1
20623,Nelson,5
20642,Jas,5
20649,Biggin,5
20652,Marshall,2
20668,Stockdale,1
20673,hockingstuart,1
20684,Marshall,3
20689,Darren,1
20692,Fletchers,5
20694,Noel,5
20700,Nelson,5
20701,Jellis,5
20705,Fletchers,1
20719,Sweeney,2
20722,Nelson,5
20724,Gardiner,5
20731,Nelson,2
20733,Barry,2
20734,Buxton,5
20735,Buxton,5
20749,Greg,2
20750,Cayzer,5
20758,hockingstuart,2
20769,hockingstuart,1
20781,Jellis,2
20788,Jellis,1
20789,hockingstuart,5
20791,Philip,1
20795,Fletchers,2
20797,YPA,1
20801,hockingstuart,4
20802,Marshall,4
20804,Buxton,2
20805,hockingstuart,1
20808,Marshall,5
20818,The,1
20844,Douglas,1
20849,Marshall,4
20860,Barry,2
20880,Ray,5
20882,Ray,5
20887,hockingstuart,1
20901,hockingstuart,1
20903,Village,1
20905,hockingstuart,5
20909,Barry,2
20925,Marshall,2
20934,Jellis,2
20948,Jellis,4
20952,Buxton,3
20956,Jellis,4
20970,Jellis,5
20975,Jellis,2
20976,Noel,2
20982,Ray,5
20983,hockingstuart,2
20984,Fletchers,1
20990,Douglas,1
20991,Marshall,5
20998,Buxton,2
21004,Nelson,5
21010,Jellis,2
21020,Nelson,5
21028,Jellis,5
21031,Barry,2
21032,Ray,1
21042,Noel,4
21048,Jellis,4
21056,Woodards,5
21059,Ray,2
21076,Ray,5
21080,Ray,5
21087,Buxton,1
21095,Nelson,5
21097,Brad,5
21103,Peter,1
21108,Chambers,5
21114,hockingstuart,1
21119,RW,5
21123,O'Brien,1
21134,Buxton,5
21137,McGrath,1
21142,Parkes,5
21143,C21,1
21149,Fletchers,5
21166,Brad,5
21170,McGrath,5
21171,Love,5
21195,Eview,1
21213,hockingstuart,5
21217,Barry,2
21233,Morrison,5
21235,Morrison,5
21239,hockingstuart,1
21246,Follett,2
21247,Nick,2
21252,Jellis,4
21258,Marshall,2
21271,Barry,1
21272,Prof.,1
21277,One,1
21286,Raine,1
21289,Barry,1
21290,Nelson,5
21314,Jellis,5
21315,Lindellas,2
21319,Jas,5
21321,Jas,5
21332,Marshall,4
21344,YPA,1
21354,hockingstuart,5
21369,Love,5
21380,Marshall,4
21386,Nelson,5
21389,Jellis,1
21398,LLC,4
21400,Harcourts,5
21404,Jellis,2
21408,RW,5
21411,Harcourts,1
21413,Williams,5
21414,Sweeney,5
21417,Nelson,5
21422,Jellis,5
21435,Nelson,1
21449,Nelson,5
21452,LJ,1
21457,hockingstuart,1
21459,Greg,2
21478,Ray,1
21480,Nelson,5
21490,Jellis,2
21500,Fletchers,1
21509,Raine,1
21515,Buxton,2
21520,One,5
21521,Greg,5
21548,YPA,1
21552,YPA,1
21553,Leeburn,1
21556,Douglas,1
21563,Garvey,2
21565,Woodards,4
21568,Jellis,2
21573,HAR,1
21575,McGrath,2
21587,Jellis,5
21590,Ray,1
21594,Ray,2
21595,Ray,5
21599,Buckingham,1
21605,Reliance,1
21607,YPA,1
21608,YPA,1
21609,Jas,5
21612,Douglas,5
21613,Joseph,2
21624,hockingstuart,1
21628,Jellis,2
21634,Jas,5
21640,hockingstuart,1
21649,HAR,1
21652,Jellis,2
21653,Marshall,2
21659,Jellis,2
21660,Jellis,2
21673,hockingstuart,2
21675,Barry,4
21678,Fletchers,2
21684,Jellis,2
21697,Buxton,5
21700,Jellis,2
21717,Jellis,2
21737,Jellis,1
21745,Purplebricks,5
21747,Barry,5
21751,Fletchers,5
21756,Raine,1
21771,Gary,4
21775,hockingstuart,1
21777,Greg,5
21778,Buxton,5
21779,Gary,5
21780,C21,1
21788,Nelson,5
21790,Nelson,5
21791,Nelson,2
21792,Brad,5
21798,YPA,1
21799,Ray,1
21802,Barry,1
21803,Ray,1
21808,RW,5
21809,Barry,1
21820,Barry,5
21832,Barry,5
21833,Barry,5
21839,Eview,5
21844,Biggin,2
21845,Biggin,4
21848,Morrison,1
21850,Barry,5
21852,hockingstuart,5
21859,Nelson,2
21862,Jellis,5
21866,Noel,5
21869,Nelson,1
21873,Jellis,5
21874,Jas,5
21881,Kay,5
21884,Jellis,5
21886,Jellis,2
21887,Harcourts,5
21888,Ray,5
21889,Barry,5
21892,Ray,1
21894,YPA,1
21895,RW,1
21897,Nelson,5
21925,Buxton,5
21929,Barry,1
21931,Reliance,1
21939,Stockdale,1
21944,Jellis,5
21945,Nelson,5
21946,Nelson,5
21947,Nelson,1
21950,Edward,1
21956,Jellis,4
21960,Nelson,2
21962,McGrath,1
21963,McGrath,1
21966,HAR,1
21975,Marshall,2
21977,Jellis,2
21979,RW,2
21983,Ryder,1
21988,Ray,1
21998,Fletchers,1
22003,Ray,1
22010,Barry,5
22014,Barry,5
22022,Ray,5
22032,Nelson,5
22034,Nelson,1
22040,Marshall,2
22042,Nelson,5
22046,Barry,5
22050,HAR,5
22051,Ray,1
22072,Ray,1
22079,YPA,1
22083,Considine,5
22088,Douglas,1
22090,Douglas,1
22103,Barry,5
22104,Barry,5
22122,Noel,5
22124,Biggin,5
22129,Barry,5
22133,hockingstuart,1
22134,hockingstuart,1
22136,RW,5
22137,Jas,5
22150,Williams,4
22157,Nelson,5
22162,Rendina,2
22165,Brad,5
22172,Bells,1
22177,YPA,1
22183,Kay,4
22191,Jellis,5
22204,Marshall,4
22215,iTRAK,1
22221,Woodards,2
22226,Buxton,5
22243,Fletchers,2
22245,McGrath,5
22246,hockingstuart,5
22250,Philip,1
22279,Jellis,5
22280,Nelson,2
22289,Nelson,2
22293,Woodards,5
22296,Luxton,5
22297,Barry,5
22317,Marshall,4
22328,Ray,2
22329,Ray,1
22330,HAR,1
22344,Buxton,1
22345,O'Brien,5
22356,Ray,1
22358,Ray,1
22359,YPA,1
22362,Barry,1
22366,Barry,5
22375,HAR,1
22378,One,1
22382,Morrison,5
22392,Noel,1
22397,Hodges,5
22405,Love,1
22406,Barry,1
22420,Eview,1
22422,Noel,1
22424,Woodards,5
22431,Nelson,1
22434,Noel,5
22447,Marshall,5
22457,Barry,5
22465,Darren,1
22472,Buxton,2
22473,Marshall,4
22474,Buxton,5
22482,Marshall,4
22488,Nelson,5
22495,Buxton,2
22507,FN,5
22520,Barry,1
22525,Barry,1
22533,Jellis,4
22536,Jellis,5
22542,hockingstuart,2
22543,Marshall,2
22553,Melbourne,1
22572,Barry,1
22577,FN,1
22581,hockingstuart,1
22597,Buxton,5
22609,Jellis,5
22618,Stockdale,2
22622,Jellis,2
22624,Ray,5
22628,Ray,1
22630,Woodards,5
22635,Williams,5
22639,Frank,1
22654,Jellis,2
22663,Ray,5
22672,Woodards,1
22675,Buxton,2
22676,Woodards,2
22685,HAR,1
22692,Marshall,2
22700,Jellis,2
22722,Ray,5
22724,Raine,2
22725,Marshall,1
22748,Ray,1
22750,hockingstuart,5
22754,hockingstuart,1
22763,HAR,1
22778,iSell,5
22786,Buckingham,5
22789,Marshall,4
22800,One,1
22803,YPA,1
22804,YPA,1
22805,YPA,1
22820,Marshall,2
22831,Barry,1
22835,Woodards,5
22855,Harcourts,5
22858,Ray,5
22864,Ray,5
22867,hockingstuart,1
22871,Hodges,1
22883,Ray,2
22897,Jas,5
22898,Village,2
22905,Greg,4
22912,Jas,1
22914,Marshall,3
22917,Bullen,5
22918,Jellis,2
22921,Marshall,4
22931,Marshall,4
22948,Gary,2
22958,Buxton,5
22960,Gary,5
22961,Jellis,5
22968,Noel,5
22972,Ray,5
22975,Buxton,5
22977,iTRAK,1
22979,Buxton,2
22984,Nelson,5
22989,Nick,4
22993,Jellis,2
22994,Buxton,2
22996,Hodges,2
23008,Jellis,5
23017,Collins,4
23022,Ray,1
23024,YPA,1
23026,Noel,5
23028,Nelson,2
23033,Buxton,5
23048,Jellis,2
23050,Harcourts,1
23051,Barry,1
23054,Gary,1
23062,Ray,1
23063,Buxton,5
23073,C21,5
23081,Stockdale,1
23085,RE,1
23087,O'Brien,1
23089,hockingstuart,5
23092,Barry,5
23094,Biggin,1
23106,Buckingham,5
23107,Buckingham,5
23115,hockingstuart,1
23117,Barry,1
23119,Barry,4
23121,Frank,2
23129,Jellis,2
23130,Nelson,2
23133,Jellis,2
23138,hockingstuart,1
23140,Buxton,5
23143,hockingstuart,5
23145,Barry,1
23146,hockingstuart,5
23147,hockingstuart,5
23159,Marshall,4
23169,Nelson,1
23187,Rexhepi,1
23209,hockingstuart,1
23215,hockingstuart,1
23226,Daniel,5
23231,Barry,1
23234,Barry,5
23235,Nelson,5
23239,Jellis,4
23241,Kay,2
23242,Kay,4
23249,Barry,5
23250,Max,1
23251,Barry,1
23256,Jellis,4
23260,HAR,1
23263,O'Brien,5
23272,Biggin,1
23279,Jellis,1
23284,Jas,4
23289,Barry,1
23294,Ryder,1
23296,YPA,1
23303,Chisholm,2
23309,Noel,5
23310,Noel,5
23315,Nelson,1
23317,Biggin,5
23320,Jellis,5
23321,Ray,5
23325,Buxton,2
23328,Jellis,5
23332,Jellis,2
23336,McGrath,5
23338,Biggin,5
23344,Brad,5
23351,Nelson,5
23359,Ray,5
23369,Buxton,4
23371,Eview,5
23377,Point,1
23378,Marshall,4
23387,Nelson,5
23394,Ray,1
23395,RW,5
23400,Stockdale,5
23401,Ray,1
23402,RW,1
23410,Ray,1
23413,Carter,5
23416,Nelson,5
23419,YPA,1
23422,Buxton,2
23425,Ray,5
23427,hockingstuart,1
23431,Sweeney,2
23452,YPA,1
23461,McDonald,2
23467,One,1
23468,Barry,1
23476,Noel,2
23482,S&L,1
23492,Barry,2
23501,Nelson,5
23512,Barry,1
23521,Ray,5
23525,Barry,5
23527,Morrison,1
23532,hockingstuart,1
23538,Williams,5
23541,Sweeney,4
23545,Village,5
23550,Nelson,5
23552,Raine,1
23557,Greg,5
23568,Nelson,5
23573,FN,1
23577,Noel,3
23580,William,1
23581,Buxton,5
23582,Buxton,2
23584,hockingstuart,5
23596,LJ,1
23602,RW,1
23603,Stockdale,1
23610,Jellis,5
23619,Barry,1
23622,Ray,1
23629,Buxton,4
23632,Fletchers,2
23648,Buxton,5
23654,O'Brien,5
23659,Ray,5
23660,Win,1
23663,Barry,1
23664,Ray,5
23665,Fletchers,5
23673,Barry,1
23676,Barry,1
23684,LJ,1
23685,Ray,1
23689,Barry,1
23690,LJ,1
23691,Raine,1
23699,hockingstuart,5
23702,Barry,1
23705,LJH,1
23708,C21,1
23717,Buxton,5
23721,Barry,5
23722,Barry,5
23724,Barry,1
23727,Fletchers,2
23730,Buckingham,5
23731,Nelson,5
23735,Ristic,1
23736,Melbourne,1
23738,Iconek,1
23749,Appleby,5
23750,hockingstuart,1
23755,Collins,5
23766,O'Brien,1
23769,Raine,1
23776,Ray,5
23783,Harcourts,5
23790,RW,1
23791,Barry,5
23792,Nelson,5
23794,Buckingham,1
23797,Stockdale,1
23800,O'Brien,1
23809,Marshall,5
23814,Nelson,1
23838,Barry,5
23845,Barry,1
23849,Fletchers,1
23854,Harcourts,1
23859,Raine,1
23866,Morrison,4
23884,YPA,1
23888,PRDNationwide,1
23889,Ryder,1
23895,Barry,5
23905,The,1
23910,Barry,5
23922,Prof.,1
23932,Buxton,2
23937,Williams,1
23938,Williams,5
23939,Sweeney,5
23940,Williams,2
23942,Williams,5
23946,Barry,2
23964,Fletchers,5
23972,Woodards,5
23973,Buxton,1
23977,Buxton,5
23986,LJ,1
23989,hockingstuart,5
23990,LJ,5
23997,Nelson,5
24004,Barry,1
24009,Nelson,5
24022,Jellis,5
24023,Marshall,5
24029,Jellis,5
24036,YPA,1
24037,Jason,1
24042,LJ,1
24043,O'Brien,1
24046,Thomson,1
24049,HAR,1
24066,Brad,1
24073,Purplebricks,1
24075,S&L,1
24077,RT,2
24080,YPA,1
24081,Barry,1
24083,O'Brien,1
24092,Nelson,2
24098,hockingstuart,1
24105,Barry,5
24110,Ray,5
24111,Barry,1
24116,Ray,1
24125,Greg,2
24130,hockingstuart,1
24133,hockingstuart,1
24139,hockingstuart,2
24147,Nelson,1
24149,Barry,1
24150,Nelson,1
24152,Marshall,5
24153,Greg,4
24155,Miles,2
24162,Barry,1
24164,Marshall,2
24170,Brad,2
24173,Marshall,2
24185,Nelson,1
24190,Ray,2
24191,Fletchers,4
24195,Jellis,2
24196,Fletchers,2
24201,Collings,5
24204,Woodards,2
24205,Jellis,2
24209,Jellis,4
24220,Woodards,5
24223,Jellis,5
24225,C21,1
24233,Flannagan,1
24249,Nelson,5
24270,Greg,2
24274,Woodards,2
24278,Gary,2
24283,Buxton,5
24288,Chisholm,5
24293,Buxton,5
24300,Nelson,5
24303,Nelson,5
24309,RW,1
24310,RW,1
24314,Barry,1
24315,Ray,1
24317,Ray,1
24320,Jellis,5
24323,Ray,5
24326,Jellis,5
24327,YPA,1
24337,Fletchers,5
24341,Barry,5
24344,hockingstuart,5
24353,Biggin,4
24363,Win,1
24365,Ray,1
24369,Love,1
24384,Stockdale,1
24386,Brad,1
24397,Jellis,5
24398,Greg,2
24401,Douglas,5
24402,Harcourts,5
24404,Buxton,5
24413,Raine,1
24419,Brad,1
24426,Ray,4
24439,Barry,1
24443,Morrison,1
24445,Buckingham,1
24450,Buxton,2
24464,RT,4
24478,Greg,1
24479,YPA,1
24482,Barry,5
24490,YPA,1
24491,YPA,1
24494,Jellis,5
24495,Barry,5
24496,Nelson,1
24503,Marshall,2
24511,Jellis,2
24512,Jellis,2
24521,HAR,1
24531,Nelson,5
24541,Ryder,1
24545,hockingstuart,1
24546,hockingstuart,1
24547,Barry,5
24550,Chisholm,2
24554,Barry,1
24555,HAR,1
24556,Greg,3
24557,RW,1
24564,Ray,5
24567,Stockdale,1
24577,Fletchers,2
24580,@Realty,2
24583,Fletchers,4
24585,Noel,5
24588,Ray,5
24594,Williams,5
24601,Nelson,5
24602,Woodards,4
24608,Brad,1
24611,Ray,2
24620,iTRAK,1
24628,Brad,1
24635,Point,1
24636,hockingstuart,1
24638,Greg,4
24641,Buxton,2
24651,hockingstuart,5
24657,Ray,1
24668,Biggin,2
24675,Jellis,5
24689,Harcourts,5
24691,Ray,1
24695,Eview,5
24705,HAR,1
24707,The,1
24725,Considine,5
24726,Brad,5
24734,RW,1
24737,S&L,1
24738,Barry,1
24747,Pagan,1
24753,Ray,5
24754,hockingstuart,1
24758,Jellis,5
24769,Jason,1
24774,Miles,5
24778,iTRAK,5
24780,iTRAK,5
24789,hockingstuart,1
24793,Alexkarbon,4
24795,YPA,1
24798,Barry,5
24799,Barry,2
24803,Greg,4
24816,Sweeney,5
24819,Nelson,4
24820,Brad,2
24821,Barry,1
24825,Nelson,5
24827,Sweeney,1
24829,Jellis,2
24831,Barry,1
24832,MICM,1
24833,Barlow,1
24839,Nelson,2
24845,Barry,5
24846,Moonee,5
24849,Marshall,4
24850,Noel,4
24854,Fletchers,4
24866,Fletchers,5
24868,Win,5
24870,Ray,2
24875,Buxton,2
24876,Buxton,5
24880,Buxton,2
24884,Jellis,2
24885,Buxton,5
24891,Justin,5
24899,Fletchers,2
24901,Barry,1
24902,RW,1
24906,Marshall,4
24914,Gary,2
24915,Raine,1
24920,Nelson,2
24924,Jellis,5
24926,Collins,5
24935,HAR,1
24937,Barry,5
24969,Gary,2
24979,Barry,5
24985,Nelson,5
24992,Love,5
25002,Ray,1
25005,McGrath,1
